x50,I50,x100,I100,x200,I200,x1,I1,x2,I2,x3,I3
0.0247,44.018,0.0311,29.707,0.0997,19.846,0.0642,1.6276,0.0601,1.8507,0.0485,14.5881
0.0247,43.882,0.0311,29.446,0.0998,19.507,0.0642,1.7002,0.0602,1.827,0.0486,14.666
0.0247,43.663,0.0312,29.067,0.0999,19.473,0.0642,1.6908,0.0603,1.8902,0.0486,14.7378
0.0247,43.718,0.0312,28.755,0.1,19.654,0.0642,1.6789,0.0603,1.8825,0.0486,14.745
0.0247,43.399,0.0312,28.553,0.1001,19.866,0.0642,1.6391,0.0604,1.8847,0.0486,14.7517
0.0247,43.158,0.0312,28.18,0.1002,20.2,0.0642,1.6886,0.0604,1.8358,0.0487,14.7939
0.0248,42.519,0.0313,27.864,0.1004,20.103,0.0642,1.7014,0.0605,1.8931,0.0487,14.8128
0.0248,42.242,0.0313,27.505,0.1005,19.816,0.0642,1.679,0.0606,1.8556,0.0487,14.8129
0.0248,41.615,0.0313,27.303,0.1006,19.682,0.0642,1.6399,0.0607,1.8554,0.0488,14.7658
0.0248,41.43,0.0314,26.738,0.1007,19.64,0.0642,1.691,0.0608,1.7982,0.0488,14.8529
0.0249,41.176,0.0314,26.13,0.1008,19.498,0.0642,1.7008,0.0609,1.8161,0.0488,14.8477
0.0249,41.25,0.0315,25.847,0.1009,19.346,0.0642,1.6779,0.061,1.783,0.0488,14.7945
0.0249,41.255,0.0315,25.379,0.101,19.253,0.0642,1.6362,0.0611,1.7378,0.0489,14.7354
0.0249,41.176,0.0315,25.015,0.1011,19.278,0.0642,1.6916,0.0612,1.6568,0.0489,14.7619
0.0249,40.997,0.0316,24.274,0.1011,19.213,0.0642,1.7003,0.0613,1.6522,0.0489,14.7703
0.0249,41.117,0.0316,23.987,0.1013,19.152,0.0642,1.6774,0.0614,1.6245,0.049,14.6915
0.0249,41.022,0.0316,23.515,0.1013,19.214,0.0642,1.631,0.0615,1.5474,0.049,14.5961
0.0249,41.1,0.0317,22.889,0.1014,19.308,0.0642,1.701,0.0616,1.4655,0.0491,14.5783
0.0249,41.066,0.0317,22.402,0.1015,19.389,0.0642,1.6988,0.0617,1.4673,0.0491,14.5428
0.0249,41.243,0.0318,22.086,0.1016,19.479,0.0642,1.6799,0.0618,1.42,0.0491,14.4405
0.0249,41.248,0.0318,21.792,0.1016,19.831,0.0642,1.611,0.0619,1.3407,0.0492,14.2529
0.0249,41.201,0.0318,21.31,0.1017,20.092,0.0642,1.713,0.062,1.2697,0.0492,14.2109
0.0249,40.906,0.0319,20.994,0.1018,20.276,0.0642,1.6904,0.0621,1.2918,0.0492,14.1599
0.0249,41.024,0.0319,20.637,0.1019,20.249,0.0642,1.6822,0.0622,1.2491,0.0493,14.0592
0.0249,40.934,0.0319,20.501,0.102,20.18,0.0642,1.6131,0.0624,1.222,0.0493,13.871
0.0249,40.888,0.032,20.02,0.102,20.16,0.0642,1.7105,0.0624,1.148,0.0494,13.7736
0.0249,40.665,0.032,19.741,0.1021,19.665,0.0642,1.6867,0.0625,1.1865,0.0494,13.6147
0.025,40.558,0.032,19.431,0.1022,19.35,0.0642,1.6805,0.0627,1.1724,0.0495,13.333
0.025,40.403,0.0321,19.277,0.1023,18.706,0.0642,1.61,0.0628,1.1657,0.0495,13.1665
0.025,40.296,0.0321,18.863,0.1023,18.275,0.0642,1.7084,0.0629,1.1103,0.0495,12.9886
0.025,40.154,0.0321,18.506,0.1025,18.062,0.0642,1.6779,0.063,1.1754,0.0496,12.8291
0.025,40.127,0.0322,18.403,0.1025,17.813,0.0642,1.6846,0.0631,1.175,0.0497,12.5247
0.025,40.107,0.0322,18.168,0.1026,17.875,0.0642,1.6234,0.0632,1.1884,0.0497,12.3267
0.025,40.054,0.0323,17.994,0.1026,18.122,0.0642,1.7083,0.0633,1.1577,0.0497,12.1287
0.025,39.985,0.0323,17.536,0.1027,18.205,0.0642,1.6824,0.0634,1.232,0.0498,11.9526
0.0251,40.27,0.0324,17.449,0.1028,18.298,0.0642,1.6817,0.0635,1.2412,0.0498,11.676
0.0251,40.206,0.0324,17.334,0.1028,18.396,0.0642,1.6171,0.0636,1.2455,0.0499,11.533
0.0251,40.293,0.0324,17.13,0.1029,18.597,0.0642,1.7038,0.0637,1.2096,0.0499,11.3056
0.0251,40.18,0.0325,16.762,0.103,18.571,0.0642,1.684,0.0638,1.3079,0.05,11.1364
0.0252,40.297,0.0325,16.707,0.103,18.443,0.0642,1.6803,0.0639,1.3083,0.05,10.842
0.0252,40.16,0.0326,16.588,0.1031,18.306,0.0642,1.6122,0.064,1.321,0.05,10.63
0.0252,40.102,0.0326,16.432,0.1032,18.013,0.0642,1.6566,0.0641,1.2843,0.0501,10.4527
0.0252,39.755,0.0327,16.253,0.1032,17.597,0.0642,1.6795,0.0642,1.334,0.0501,10.2979
0.0252,39.779,0.0327,16.168,0.1034,16.763,0.0642,1.6854,0.0643,1.3646,0.0502,9.9646
0.0252,39.541,0.0327,16.124,0.1034,15.984,0.0642,1.6103,0.0645,1.3708,0.0502,9.765
0.0252,39.469,0.0328,16.032,0.1035,15.621,0.0642,1.6602,0.0646,1.3242,0.0503,9.5856
0.0252,39.392,0.0328,15.924,0.1036,14.982,0.0642,1.6841,0.0646,1.3864,0.0503,9.4783
0.0252,39.404,0.0328,15.999,0.1037,14.765,0.0642,1.6706,0.0648,1.3789,0.0503,9.1822
0.0252,39.406,0.0329,16.041,0.1038,14.748,0.0642,1.6114,0.0649,1.3852,0.0504,8.9953
0.0252,39.446,0.033,15.95,0.1039,14.901,0.0642,1.6675,0.0649,1.3254,0.0504,8.8368
0.0252,39.364,0.033,15.916,0.104,15.02,0.0642,1.6776,0.0651,1.3794,0.0504,8.6558
0.0252,39.648,0.033,15.973,0.1041,15.048,0.0642,1.6779,0.0652,1.3723,0.0505,8.5046
0.0252,39.628,0.0331,16.066,0.1041,15.036,0.0642,1.6113,0.0653,1.3508,0.0505,8.3099
0.0252,39.675,0.0331,16.083,0.1041,14.985,0.0642,1.6706,0.0654,1.2984,0.0506,8.2667
0.0252,39.6,0.0331,15.996,0.1042,14.861,0.0642,1.6729,0.0655,1.3378,0.0506,8.1221
0.0252,39.698,0.0331,16.098,0.1042,14.652,0.0642,1.6802,0.0656,1.3157,0.0506,8.0265
0.0252,39.595,0.0332,16.229,0.1043,14.582,0.0642,1.6095,0.0657,1.2783,0.0507,7.8793
0.0252,39.662,0.0333,16.218,0.1043,14.549,0.0642,1.6743,0.0658,1.224,0.0507,7.8396
0.0252,39.428,0.0333,16.148,0.1043,14.397,0.0642,1.6826,0.0659,1.267,0.0507,7.7491
0.0252,39.563,0.0333,16.236,0.1044,14.162,0.0642,1.6835,0.066,1.2363,0.0507,7.6956
0.0252,39.543,0.0333,16.364,0.1044,13.994,0.0642,1.605,0.0662,1.2214,0.0507,7.5654
0.0252,39.377,0.0334,16.355,0.1044,13.905,0.0642,1.6784,0.0663,1.1566,0.0508,7.5964
0.0252,39.306,0.0334,16.374,0.1045,13.555,0.0642,1.6804,0.0664,1.1935,0.0508,7.5011
0.0253,39.251,0.0334,16.575,0.1046,13.342,0.0642,1.6816,0.0664,1.1753,0.0508,7.4687
0.0253,39.03,0.0335,16.662,0.1046,13.129,0.0642,1.6034,0.0666,1.1724,0.0509,7.3401
0.0253,38.572,0.0335,16.798,0.1047,13.086,0.0642,1.681,0.0666,1.1121,0.0509,7.3602
0.0254,38.006,0.0336,16.821,0.1047,12.842,0.0642,1.6724,0.0667,1.1617,0.0509,7.2882
0.0255,37.155,0.0336,17.213,0.1048,12.763,0.0642,1.6784,0.0669,1.1448,0.0509,7.2634
0.0255,36.549,0.0337,17.399,0.1049,12.724,0.0642,1.6031,0.0669,1.1457,0.0509,7.1263
0.0255,35.484,0.0337,17.576,0.105,12.855,0.0642,1.684,0.067,1.1005,0.0509,7.1527
0.0256,34.701,0.0337,17.691,0.1051,12.882,0.0642,1.6736,0.0672,1.1537,0.0509,7.093
0.0256,34.437,0.0338,18.137,0.1052,12.969,0.0642,1.6872,0.0672,1.1572,0.0509,6.9848
0.0256,33.839,0.0338,18.382,0.1053,13.133,0.0642,1.6066,0.0673,1.1391,0.051,6.9654
0.0256,33.675,0.0339,18.785,0.1053,13.436,0.0642,1.6853,0.0674,1.0927,0.051,6.9973
0.0256,33.422,0.0339,19.146,0.1054,13.521,,,0.0675,1.1636,0.051,6.9525
0.0256,33.508,0.0339,19.467,0.1055,13.638,,,0.0676,1.1569,0.051,6.8472
0.0256,33.472,0.034,19.989,0.1056,13.705,,,0.0677,1.1441,0.051,6.8478
0.0256,33.169,0.034,20.221,0.1056,13.932,,,0.0678,1.1004,0.0511,6.8704
0.0256,32.945,0.0341,20.464,0.1057,13.897,,,0.0679,1.1676,0.0511,6.8384
0.0256,32.729,0.0341,20.759,0.1058,13.816,,,0.068,1.1532,0.0511,6.7765
0.0257,32.351,0.0342,21.147,0.1059,13.79,,,0.0681,1.1568,0.0512,6.7394
0.0257,31.633,0.0342,21.241,0.1059,13.709,,,0.0682,1.1019,0.0512,6.7994
0.0258,31.023,0.0342,21.397,0.1061,13.502,,,0.0683,1.1557,0.0512,6.7844
0.0258,29.933,0.0343,21.544,0.1061,13.399,,,0.0684,1.1639,0.0512,6.7643
0.0258,28.839,0.0343,21.738,0.1062,13.352,,,0.0685,1.1665,0.0513,6.7478
0.0259,28.277,0.0343,21.744,0.1063,13.446,,,0.0685,1.1139,0.0513,6.7759
0.0259,27.351,0.0343,21.788,0.1064,13.643,,,0.0687,1.1612,0.0513,6.801
0.026,27.099,0.0344,21.83,0.1065,13.914,,,0.0688,1.1608,0.0513,6.7831
0.026,26.4,0.0344,22.028,0.1067,14.565,,,0.0689,1.163,0.0514,6.8018
0.0261,26.189,0.0345,22.01,0.1068,15.195,,,0.0689,1.1188,0.0514,6.8323
0.0261,25.743,0.0345,21.948,0.107,15.122,,,0.069,1.1735,0.0514,6.8945
0.0261,25.586,0.0345,22.15,0.1071,14.264,,,0.0691,1.1686,0.0515,6.8887
0.0261,25.466,0.0345,22.176,0.1073,13.774,,,0.0692,1.1495,0.0515,6.9235
0.0262,25.278,0.0346,22.141,0.1075,13.354,,,0.0693,1.1051,0.0515,6.9592
0.0262,25.153,0.0346,22.143,0.1076,13.394,,,0.0695,1.169,0.0515,7.039
0.0262,25.188,0.0346,22.293,0.1077,13.677,,,0.0696,1.1605,0.0516,7.0595
0.0262,25.067,0.0346,22.341,0.1079,13.817,,,0.0696,1.1353,0.0516,7.1065
0.0262,25.004,0.0346,22.414,0.108,13.816,,,0.0697,1.0974,0.0516,7.1691
0.0263,24.802,0.0347,22.409,0.1081,13.317,,,0.0698,1.1593,0.0516,7.2513
0.0263,24.8,0.0347,22.546,0.1082,12.942,,,0.0699,1.146,0.0517,7.2765
0.0263,24.611,0.0347,22.691,0.1083,12.304,,,0.07,1.1383,0.0517,7.3145
0.0264,24.49,0.0348,22.803,0.1084,11.998,,,0.0701,1.0789,0.0518,7.4277
0.0264,24.096,0.0348,22.868,0.1085,11.273,,,0.0702,1.1272,0.0518,7.4705
0.0264,24.073,0.0348,23.091,0.1086,10.976,,,0.0702,1.1346,0.0518,7.5432
0.0264,23.69,0.0348,23.298,0.1087,10.707,,,0.0703,1.137,0.0518,7.6098
0.0265,23.5,0.0348,23.382,0.1088,10.721,,,0.0704,1.0762,0.0519,7.7049
0.0265,23.174,0.0349,23.523,0.1089,10.668,,,0.0704,1.1308,0.0519,7.7596
0.0265,23.095,0.0349,23.726,0.1091,10.653,,,0.0705,1.1272,0.0519,7.8428
0.0265,22.747,0.0349,24.006,0.1092,10.517,,,0.0706,1.1358,0.052,7.9072
0.0266,22.594,0.0349,24.157,0.1093,10.442,,,0.0706,1.079,0.052,8.0438
0.0266,22.225,0.035,24.31,0.1094,9.881,,,0.0707,1.1403,0.052,8.0998
0.0266,22.102,0.035,24.516,0.1096,9.523,,,0.0707,1.1389,0.0521,8.2239
0.0267,21.681,0.035,24.932,0.1097,8.989,,,0.0708,1.1348,0.0521,8.2737
0.0267,21.17,0.0351,25.001,0.1098,8.876,,,,,0.0521,8.4028
0.0267,20.813,0.0351,25.097,0.11,8.637,,,,,0.0522,8.4428
0.0267,20.653,0.0351,25.282,0.1101,8.607,,,,,0.0522,8.5779
0.0267,20.428,0.0351,25.602,0.1101,8.696,,,,,0.0522,8.6727
0.0267,20.207,0.0351,25.706,0.1103,8.865,,,,,0.0523,8.7912
0.0268,20.074,0.0352,25.687,0.1103,8.94,,,,,0.0523,8.8556
0.0268,20.023,0.0352,25.872,0.1104,9.011,,,,,0.0523,8.9711
0.0268,19.874,0.0353,25.958,0.1105,9.116,,,,,0.0524,9.0688
0.0268,19.72,0.0353,25.921,0.1106,9.263,,,,,0.0524,9.177
0.0268,19.583,0.0353,25.789,0.1107,9.258,,,,,0.0525,9.2467
0.0268,19.542,0.0353,25.884,0.1107,9.261,,,,,0.0525,9.368
0.0268,19.466,0.0354,25.826,0.1108,9.251,,,,,0.0525,9.4458
0.0268,19.37,0.0354,25.725,0.1109,9.316,,,,,0.0526,9.5124
0.0268,19.188,0.0354,25.589,0.111,9.294,,,,,0.0526,9.6644
0.0268,19.281,0.0354,25.542,0.111,9.243,,,,,0.0527,9.6925
0.0269,19.171,0.0354,25.557,0.1111,9.294,,,,,0.0527,9.8213
0.0269,19.15,0.0355,25.355,0.1112,9.424,,,,,0.0527,9.864
0.0269,19.084,0.0355,25.217,0.1113,9.449,,,,,0.0528,9.9305
0.0269,19.136,0.0355,25.214,0.1115,9.593,,,,,0.0528,9.9859
0.0269,18.986,0.0356,25.161,0.1116,9.813,,,,,0.0529,10.0271
0.0269,18.965,0.0356,24.958,0.1118,10.334,,,,,0.0529,10.0476
0.0269,18.752,0.0356,24.718,0.1119,10.565,,,,,0.053,10.0681
0.027,18.788,0.0356,24.741,0.112,10.711,,,,,0.053,10.1234
0.027,18.77,0.0356,24.732,0.1122,10.702,,,,,0.053,10.0995
0.027,18.772,0.0356,24.629,0.1123,10.477,,,,,0.0531,10.1356
0.027,18.652,0.0357,24.457,0.1125,10.17,,,,,0.0531,10.0998
0.027,18.768,0.0357,24.481,0.1126,9.772,,,,,0.0531,10.1182
0.027,18.734,0.0357,24.421,0.1127,9.812,,,,,0.0532,10.0897
0.027,18.784,0.0357,24.333,0.1128,10.059,,,,,0.0532,10.1237
0.027,18.712,0.0357,24.181,0.113,10.123,,,,,0.0532,9.9902
0.027,18.789,0.0357,24.26,0.113,10.03,,,,,0.0533,10.0543
0.027,18.764,0.0357,24.225,0.1131,10.004,,,,,0.0533,10.0519
0.027,18.78,0.0358,24.168,0.1132,9.903,,,,,0.0534,9.9588
0.027,18.68,0.0358,24.04,0.1132,9.718,,,,,0.0534,9.9379
0.027,18.776,0.0358,24.091,0.1133,9.358,,,,,0.0534,9.8404
0.027,18.755,0.0358,24.148,0.1133,9.229,,,,,0.0535,9.8125
0.027,18.749,0.0358,24.16,0.1133,9.121,,,,,0.0535,9.7493
0.0271,18.709,0.0359,23.966,0.1134,8.983,,,,,0.0536,9.6725
0.0271,18.904,0.0359,23.995,0.1134,8.77,,,,,0.0536,9.6357
0.0271,18.998,0.0359,24.054,0.1134,8.663,,,,,0.0536,9.5099
0.0271,19.093,0.0359,23.908,0.1134,8.666,,,,,0.0536,9.5344
0.0271,19.09,0.0359,23.854,0.1134,8.551,,,,,0.0537,9.3227
0.0271,19.194,0.036,24.011,0.1135,8.363,,,,,0.0537,9.2701
0.0271,19.256,0.036,24.023,0.1136,8.26,,,,,0.0537,9.1322
0.0271,19.293,0.036,24.013,0.1136,8.283,,,,,0.0538,9.0984
0.0271,19.153,0.036,23.992,0.1136,8.177,,,,,0.0538,8.8998
0.0271,19.255,0.0361,24.037,0.1137,8.039,,,,,0.0539,8.8513
0.0271,19.311,0.0361,24.048,0.1137,8.043,,,,,0.0539,8.7007
0.0271,19.253,0.0361,24.066,0.1138,8.082,,,,,0.054,8.6676
0.0271,19.217,0.0362,24.028,0.1138,7.993,,,,,0.054,8.4559
0.0271,19.349,0.0362,24.17,0.1139,7.934,,,,,0.054,8.3614
0.0271,19.275,0.0362,24.184,0.1139,7.949,,,,,0.0541,8.1998
0.0271,19.272,0.0363,24.055,0.114,7.998,,,,,0.0542,8.1622
0.0271,19.188,0.0363,23.959,0.114,7.885,,,,,0.0542,7.9364
0.0271,19.313,0.0364,24.024,0.1141,7.801,,,,,0.0542,7.744
0.0271,19.308,0.0364,23.98,0.1141,7.735,,,,,0.0543,7.5805
0.0271,19.327,0.0365,23.66,0.1142,7.739,,,,,0.0543,7.3933
0.0272,19.263,0.0365,23.212,0.1142,7.546,,,,,0.0544,7.2064
0.0272,19.466,0.0366,23.076,0.1143,7.425,,,,,0.0544,7.0119
0.0272,19.451,0.0366,22.682,0.1143,7.296,,,,,0.0545,6.8903
0.0272,19.588,0.0367,22.403,0.1144,7.284,,,,,0.0545,6.6765
0.0273,19.627,0.0368,21.811,0.1145,7.08,,,,,0.0546,6.5288
0.0273,20.033,0.0368,21.565,0.1146,6.985,,,,,0.0546,6.237
0.0273,20.172,0.0368,21.001,0.1146,6.896,,,,,0.0547,6.1428
0.0273,20.353,0.0369,20.61,0.1147,6.956,,,,,0.0547,5.9849
0.0274,20.496,0.037,19.928,0.1148,6.836,,,,,0.0548,5.868
0.0274,20.679,0.037,19.713,0.1149,6.737,,,,,0.0548,5.6442
0.0274,20.833,0.0371,19.258,0.115,6.789,,,,,0.0549,5.5686
0.0274,20.918,0.0372,18.999,0.1151,6.932,,,,,0.0549,5.4424
0.0274,20.936,0.0372,18.559,0.1152,6.944,,,,,0.055,5.3345
0.0275,21.149,0.0373,18.37,0.1154,6.924,,,,,0.055,5.1943
0.0275,21.116,0.0374,18.213,0.1155,6.989,,,,,0.0551,5.1342
0.0275,21.173,0.0374,17.889,0.1157,7.175,,,,,0.0551,5.0749
0.0275,21.227,0.0375,17.588,0.1158,7.199,,,,,0.0551,4.9606
0.0275,21.361,0.0375,17.36,0.116,7.265,,,,,0.0552,4.881
0.0276,21.386,0.0376,17.101,0.1161,7.327,,,,,0.0552,4.8611
0.0276,21.449,0.0377,16.472,0.1164,7.471,,,,,0.0552,4.8437
0.0276,21.377,0.0377,16.133,0.1166,7.547,,,,,0.0553,4.7859
0.0276,21.543,0.0378,15.761,0.1168,7.907,,,,,0.0554,4.6864
0.0276,21.547,0.0378,15.518,0.117,7.989,,,,,0.0554,4.7061
0.0276,21.507,0.0379,15.064,0.1172,8.216,,,,,0.0554,4.6878
0.0276,21.421,0.038,14.813,0.1173,8.047,,,,,0.0555,4.6635
0.0276,21.624,0.0381,14.457,0.1175,7.888,,,,,0.0555,4.6049
0.0277,21.583,0.0381,14.193,0.1177,7.889,,,,,0.0556,4.6358
0.0277,21.644,0.0382,14.016,0.1179,8.041,,,,,0.0556,4.6713
0.0277,21.592,0.0383,13.615,0.118,8.198,,,,,0.0557,4.6285
0.0277,21.794,0.0384,13.545,0.1182,8.169,,,,,0.0557,4.6196
0.0277,21.785,0.0385,13.3,0.1183,8.046,,,,,0.0558,4.6602
0.0278,21.845,0.0386,13.178,0.1185,7.909,,,,,0.0558,4.7162
0.0278,21.81,0.0387,13.024,0.1187,7.509,,,,,0.0558,4.7029
0.0278,21.98,0.0387,13.1,0.1188,7.346,,,,,0.0559,4.7481
0.0278,21.949,0.0389,13.406,0.119,7.351,,,,,0.056,4.7923
0.0278,21.987,0.039,13.68,0.1191,7.464,,,,,0.056,4.8792
0.0278,21.918,0.039,13.799,0.1193,7.373,,,,,0.0561,4.9122
0.0278,22.058,0.0392,14.245,0.1194,7.256,,,,,0.0561,4.9524
0.0278,21.888,0.0393,14.36,0.1196,7.038,,,,,0.0562,5.0539
0.0278,21.912,0.0394,14.233,0.1198,7.052,,,,,0.0563,5.1505
0.0278,21.895,0.0395,14.107,0.12,6.926,,,,,0.0563,5.2308
0.0278,21.974,0.0396,14.111,0.1202,6.935,,,,,0.0564,5.2737
0.0278,21.901,0.0398,14.207,0.1204,7.034,,,,,0.0564,5.3769
0.0278,21.953,0.0399,14.602,0.1206,7.294,,,,,0.0565,5.4915
0.0278,21.865,0.04,15.118,0.1208,7.33,,,,,0.0566,5.5872
0.0278,21.946,0.0401,15.594,0.1209,7.337,,,,,0.0566,5.6323
0.0278,21.996,0.0402,16.238,0.1211,7.382,,,,,0.0567,5.7645
0.0278,22.011,0.0403,16.415,0.1213,7.567,,,,,0.0567,5.874
0.0278,21.908,0.0404,16.361,0.1215,7.619,,,,,0.0568,5.9259
0.0278,22.106,0.0405,16.33,0.1217,7.839,,,,,0.0569,5.9621
0.0278,22.024,0.0407,15.966,0.122,8.011,,,,,0.0569,6.1081
0.0278,21.944,0.0408,15.704,0.1222,8.159,,,,,0.057,6.2052
0.0278,21.881,0.0409,15.426,0.1225,8.026,,,,,0.0571,6.24
0.0278,21.99,0.041,15.518,0.1228,8.019,,,,,0.0571,6.2576
0.0278,21.963,0.0412,15.984,0.1231,8.169,,,,,0.0572,6.3682
0.0278,21.905,0.0413,16.248,0.1233,8.268,,,,,0.0573,6.4488
0.0278,21.782,0.0414,16.158,0.1235,8.053,,,,,0.0573,6.4525
0.0278,21.997,0.0416,15.948,0.1238,7.779,,,,,0.0574,6.4453
0.0278,21.99,0.0417,15.541,0.124,7.696,,,,,0.0574,6.507
0.0278,21.936,0.0419,14.697,0.1243,7.905,,,,,0.0575,6.5795
0.0278,21.84,0.042,14.274,0.1245,7.925,,,,,0.0575,6.5284
0.0278,22.111,0.0422,13.899,0.1247,7.743,,,,,0.0576,6.4856
0.0278,22.054,0.0423,13.782,0.1249,7.606,,,,,0.0576,6.5198
0.0278,22.072,0.0424,13.597,0.1252,7.623,,,,,0.0577,6.5702
0.0279,22.13,0.0426,13.141,0.1254,7.66,,,,,0.0578,6.5099
0.0279,22.272,0.0427,12.989,0.1257,7.661,,,,,0.0578,6.4301
0.0279,22.565,0.0428,12.531,0.126,7.693,,,,,0.0578,6.433
0.028,22.834,0.043,12.228,0.1263,7.709,,,,,0.0579,6.4339
0.028,23.228,0.0431,11.692,0.1265,7.591,,,,,0.0579,6.3616
0.028,23.572,0.0432,11.623,0.1267,7.622,,,,,0.058,6.2405
0.028,23.867,0.0434,11.283,0.1269,7.679,,,,,0.0581,6.2294
0.0281,24.053,0.0435,11.014,0.1271,7.713,,,,,0.0581,6.211
0.0281,24.264,0.0437,10.629,0.1273,7.478,,,,,0.0581,6.1179
0.0281,24.587,0.0439,10.607,0.1275,7.361,,,,,0.0582,5.9737
0.0281,24.793,0.044,10.677,0.1277,7.331,,,,,0.0582,5.9323
0.0281,24.87,0.0442,10.771,0.1279,7.439,,,,,0.0583,5.9062
0.0282,25.085,0.0444,10.712,0.1281,7.383,,,,,0.0583,5.8392
0.0282,25.308,0.0445,10.678,0.1284,7.331,,,,,0.0584,5.661
0.0282,25.642,0.0447,10.444,0.1286,7.135,,,,,0.0584,5.6171
0.0282,26.124,0.0449,10.286,0.1288,7.011,,,,,0.0585,5.5706
0.0283,26.318,0.045,10.259,0.129,6.918,,,,,0.0585,5.4669
0.0283,27.094,0.0452,10.586,0.1292,6.819,,,,,0.0585,5.3147
0.0283,27.341,0.0454,11.171,0.1293,6.858,,,,,0.0586,5.3031
0.0283,27.874,0.0455,11.183,0.1295,6.881,,,,,0.0586,5.2494
0.0283,28.337,0.0457,10.784,0.1297,6.787,,,,,0.0587,5.1336
0.0284,28.629,0.0459,10.646,0.1299,6.608,,,,,0.0587,4.9744
0.0284,28.804,0.0461,10.463,0.1301,6.584,,,,,0.0588,4.9417
0.0284,28.91,0.0462,10.437,0.1302,6.68,,,,,0.0588,4.8802
0.0284,29.067,0.0464,10.6,0.1304,6.647,,,,,0.0588,4.7836
0.0285,29.272,0.0466,10.725,0.1306,6.613,,,,,0.0589,4.6102
0.0285,29.371,0.0468,10.437,0.1308,6.604,,,,,0.059,4.5572
0.0285,29.7,0.047,10.117,0.131,6.637,,,,,0.059,4.4854
0.0285,29.725,0.0472,9.618,0.1311,6.54,,,,,0.059,4.3877
0.0285,30.143,0.0474,9.556,0.1313,6.428,,,,,0.0591,4.216
0.0286,30.315,0.0476,9.502,0.1314,6.386,,,,,0.0591,4.1804
0.0286,30.586,0.0478,9.219,0.1316,6.456,,,,,0.0592,4.108
0.0286,30.695,0.048,8.982,0.1318,6.364,,,,,0.0592,4.0128
0.0287,31.147,0.0482,9.008,0.1319,6.22,,,,,0.0593,3.8641
0.0287,31.208,0.0484,8.955,0.132,6.212,,,,,0.0593,3.8163
0.0287,31.402,0.0486,8.759,0.1322,6.223,,,,,0.0594,3.7716
0.0288,31.534,0.0488,8.591,0.1323,6.147,,,,,0.0594,3.7198
0.0288,31.654,0.049,8.756,0.1325,6.02,,,,,0.0594,3.5758
0.0288,31.778,0.0492,8.915,0.1326,5.953,,,,,0.0595,3.5694
0.0289,31.955,0.0494,9.237,0.1327,6.032,,,,,0.0596,3.5634
0.0289,32.024,0.0496,9.217,0.1328,5.971,,,,,0.0596,3.5023
0.0289,32.516,0.0498,9.08,0.1329,5.883,,,,,0.0596,3.4123
0.029,32.628,0.05,8.961,0.1329,5.848,,,,,0.0597,3.4174
0.029,32.889,0.0502,9.212,0.1329,5.93,,,,,0.0597,3.4255
0.0291,33.02,0.0504,9.423,0.133,5.869,,,,,0.0597,3.3833
0.0291,33.549,0.0505,9.798,0.133,5.801,,,,,0.0597,3.3123
0.0291,33.778,0.0507,9.666,0.133,5.797,,,,,0.0598,3.3086
0.0292,34.288,0.0509,9.075,0.133,5.909,,,,,0.0598,3.3434
0.0292,34.755,0.0512,8.832,0.133,5.868,,,,,0.0598,3.3211
0.0292,35.145,0.0513,9.145,0.133,5.775,,,,,0.0599,3.2563
0.0293,35.561,0.0516,9.226,0.133,5.775,,,,,0.0599,3.255
0.0293,35.847,0.0518,8.786,0.133,5.889,,,,,0.0599,3.3211
0.0293,36.189,0.052,8.367,0.133,5.869,,,,,0.06,3.2951
0.0294,36.453,0.0523,8.119,0.133,5.801,,,,,0.06,3.2531
0.0294,36.815,0.0525,8.052,0.133,5.818,,,,,0.0601,3.2701
0.0294,37.233,0.0528,7.858,0.133,5.916,,,,,0.0601,3.3322
0.0295,37.425,0.053,7.664,0.133,5.889,,,,,0.0602,3.3105
0.0295,37.874,0.0533,7.552,0.133,5.797,,,,,0.0602,3.2926
0.0295,37.988,0.0535,7.504,0.133,5.822,,,,,0.0603,3.2956
0.0296,38.1,0.0538,7.397,0.133,5.905,,,,,0.0603,3.4026
0.0296,38.142,0.054,7.311,0.133,5.874,,,,,0.0604,3.388
0.0297,38.293,0.0543,7.565,0.133,5.776,,,,,0.0605,3.3892
0.0297,38.122,0.0545,7.853,0.133,5.831,,,,,0.0605,3.4185
0.0297,37.972,0.0548,7.797,0.133,5.924,,,,,0.0606,3.5388
0.0298,37.669,0.055,7.445,0.133,5.873,,,,,0.0606,3.535
0.0298,37.694,0.0552,7.664,0.133,5.804,,,,,0.0607,3.5701
0.0298,37.438,0.0555,8.124,0.133,5.862,,,,,0.0608,3.61
0.0298,37.307,0.0557,8.121,0.133,5.94,,,,,0.0609,3.7498
0.0298,37.12,0.0559,7.454,0.133,5.877,,,,,0.0609,3.7721
0.0299,37.146,0.0561,7.236,0.133,5.86,,,,,0.061,3.806
0.0299,36.854,0.0564,7.267,0.133,5.826,,,,,0.0611,3.8538
0.0299,36.813,0.0566,7.423,0.1331,5.902,,,,,0.0612,3.9883
0.0299,36.666,0.0568,7.136,0.1331,5.842,,,,,0.0612,4.0286
0.0299,36.716,0.057,6.821,0.1331,5.806,,,,,0.0613,4.0613
0.0299,36.658,0.0572,6.295,0.1331,5.774,,,,,0.0614,4.0739
