x50,I50,x100,I100,x200,I200,x1,I1,x2,I2,x3,I3
0.0197,40.932,0.0228,25.193,0.0603,33.299,0.033,2.7823,0.0257,10.4894,0.0261,12.4865
0.0197,40.711,0.0228,25.358,0.0603,33.419,0.0331,2.8031,0.0258,10.3461,0.0261,12.3494
0.0198,40.595,0.0228,25.526,0.0603,33.277,0.0331,2.8597,0.0258,10.1323,0.0262,12.2451
0.0198,40.586,0.0229,25.721,0.0603,33.248,0.0333,2.8535,0.0259,9.9197,0.0262,11.9122
0.0198,40.471,0.0229,25.917,0.0603,33.3,0.0334,2.7802,0.026,9.5498,0.0262,11.8852
0.0198,40.437,0.0229,26.038,0.0603,33.389,0.0334,2.8008,0.0261,9.2974,0.0263,11.6198
0.0198,40.25,0.0229,26.081,0.0603,33.368,0.0336,2.8178,0.0262,8.8379,0.0263,11.5002
0.0198,40.337,0.0229,26.175,0.0603,33.324,0.0337,2.8019,0.0262,8.5403,0.0263,11.1007
0.0198,40.244,0.023,26.484,0.0603,33.328,0.0338,2.7111,0.0264,7.9967,0.0264,11.0363
0.0199,40.195,0.023,26.568,0.0603,33.489,0.0339,2.7412,0.0264,7.666,0.0264,10.7599
0.0199,40.016,0.023,26.807,0.0603,33.385,0.034,2.716,0.0265,7.1538,0.0264,10.6036
0.0199,40.086,0.023,26.975,0.0603,33.299,0.034,2.6952,0.0266,6.7868,0.0265,10.2197
0.0199,39.891,0.023,27.142,0.0603,33.34,0.0342,2.5849,0.0267,6.2049,0.0265,10.1538
0.0199,39.887,0.0231,27.204,0.0603,33.377,0.0343,2.6261,0.0267,5.8417,0.0266,9.8506
0.0199,39.722,0.0231,27.234,0.0603,33.33,0.0344,2.6256,0.0268,5.3991,0.0266,9.686
0.0199,39.577,0.0231,27.384,0.0603,33.303,0.0345,2.5602,0.0269,5.0709,0.0267,9.2967
0.02,39.484,0.0231,27.514,0.0603,33.334,0.0346,2.5082,0.027,4.6287,0.0267,9.1827
0.02,39.212,0.0231,27.536,0.0603,33.407,0.0347,2.4857,0.027,4.3433,0.0268,8.8748
0.02,38.963,0.0231,27.56,0.0603,33.291,0.0348,2.4969,0.0271,4.0218,0.0268,8.7193
0.0201,38.773,0.0231,27.577,0.0603,33.248,0.0349,2.4347,0.0271,3.7852,0.0268,8.3304
0.0201,38.502,0.0231,27.857,0.0603,33.331,0.035,2.3698,0.0272,3.5143,0.0269,8.1315
0.0201,38.119,0.0231,27.958,0.0603,33.418,0.0351,2.383,0.0273,3.368,0.0269,7.9497
0.0202,37.612,0.0231,28.122,0.0603,33.406,0.0352,2.393,0.0273,3.225,0.027,7.693
0.0202,37.546,0.0231,28.348,0.0603,33.357,0.0353,2.3629,0.0274,3.1113,0.027,7.4841
0.0202,37.224,0.0231,28.493,0.0603,33.387,0.0354,2.3071,0.0274,2.9669,0.0271,7.3763
0.0202,37.039,0.0232,28.607,0.0603,33.541,0.0355,2.3726,0.0275,2.8798,0.0271,7.2335
0.0202,36.543,0.0232,28.649,0.0603,33.493,0.0357,2.3778,0.0275,2.8672,0.0271,7.0511
0.0202,36.474,0.0232,28.742,0.0603,33.464,0.0358,2.3761,0.0276,2.8351,0.0272,6.8885
0.0202,36.173,0.0232,28.98,0.0603,33.522,0.0359,2.3405,0.0276,2.8283,0.0272,6.8143
0.0203,36.021,0.0232,29.065,0.0603,33.538,0.036,2.4442,0.0277,2.8141,0.0273,6.7566
0.0203,35.889,0.0232,29.221,0.0603,33.579,0.0362,2.463,0.0277,2.9699,0.0273,6.6616
0.0203,35.894,0.0232,29.276,0.0603,33.509,0.0363,2.5144,0.0278,3.0081,0.0274,6.5694
0.0203,35.738,0.0232,29.539,0.0603,33.513,0.0364,2.4815,0.0279,3.1131,0.0274,6.5867
0.0203,35.479,0.0232,29.664,0.0603,33.526,0.0366,2.5233,0.0279,3.1915,0.0274,6.5733
0.0204,35.182,0.0232,29.844,0.0603,33.339,0.0367,2.6273,0.028,3.5093,0.0274,6.5498
0.0204,34.863,0.0232,29.883,0.0603,33.256,0.0368,2.6366,0.028,3.6385,0.0275,6.5168
0.0204,34.553,0.0233,30.174,0.0603,33.299,0.0369,2.6423,0.0281,3.9317,0.0275,6.5766
0.0204,33.839,0.0233,30.131,0.0603,33.404,0.037,2.7048,0.0282,4.1147,0.0275,6.5708
0.0205,33.32,0.0233,30.2,0.0603,33.385,0.0372,2.7728,0.0282,4.606,0.0276,6.5885
0.0205,33.166,0.0233,30.457,0.0603,33.35,0.0373,2.7815,0.0283,4.8778,0.0276,6.5551
0.0205,32.689,0.0233,30.701,0.0603,33.356,0.0374,2.756,0.0284,5.1725,0.0276,6.6281
0.0205,32.533,0.0234,31.011,0.0603,33.431,0.0375,2.8105,0.0285,5.7034,0.0276,6.6559
0.0206,32.174,0.0234,31.213,0.0603,33.36,0.0376,2.8315,0.0286,6.0976,0.0276,6.6914
0.0206,32.19,0.0234,31.329,0.0603,33.351,0.0378,2.8312,0.0286,6.767,0.0277,6.7056
0.0206,32.071,0.0234,31.759,0.0603,33.531,0.0379,2.8131,0.0287,7.3789,0.0277,6.7911
0.0207,31.82,0.0234,31.865,0.0603,33.618,0.038,2.8222,0.0288,7.6992,0.0277,6.8343
0.0207,31.651,0.0235,32.087,0.0603,33.533,0.0381,2.8235,0.0289,8.4534,0.0277,6.8848
0.0207,31.679,0.0235,32.177,0.0603,33.469,0.0382,2.7732,0.029,8.7815,0.0278,6.8697
0.0207,31.607,0.0235,32.468,0.0603,33.474,0.0384,2.7184,0.0291,9.3474,0.0278,6.969
0.0208,31.754,0.0235,32.675,0.0603,33.497,0.0385,2.7184,0.0291,9.644,0.0278,7.0503
0.0208,31.701,0.0235,32.748,0.0603,33.451,0.0386,2.6944,0.0292,10.2838,0.0279,7.0749
0.0208,31.892,0.0235,32.953,0.0603,33.363,0.0387,2.6272,0.0293,10.4926,0.0279,7.0899
0.0208,31.854,0.0236,33.181,0.0603,33.412,0.0388,2.5541,0.0294,10.8588,0.0279,7.2179
0.0208,31.895,0.0236,33.34,0.0603,33.478,0.0389,2.5604,0.0294,11.0255,0.0279,7.2742
0.0209,31.949,0.0236,33.443,0.0603,33.407,0.039,2.5243,0.0295,11.3484,0.0279,7.367
0.0209,32.057,0.0236,33.643,0.0603,33.294,0.0391,2.4652,0.0296,11.4179,0.028,7.3628
0.0209,32.088,0.0237,33.978,0.0603,33.296,0.0393,2.384,0.0297,11.5491,0.028,7.5344
0.0209,32.176,0.0237,34.026,0.0603,33.403,0.0394,2.4125,0.0297,11.5381,0.028,7.576
0.0209,32.048,0.0237,34.041,0.0603,33.308,0.0395,2.3676,0.0298,11.6321,0.028,7.7028
0.0209,32.286,0.0237,34.095,0.0603,33.244,0.0396,2.3395,0.0299,11.5936,0.0281,7.7179
0.0209,32.26,0.0237,34.396,0.0603,33.315,0.0397,2.2651,0.03,11.4887,0.0281,7.9312
0.0209,32.172,0.0237,34.399,0.0603,33.348,0.0398,2.2804,0.03,11.3781,0.0281,7.9908
0.0209,32.078,0.0237,34.46,0.0603,33.28,0.0399,2.3069,0.0301,11.247,0.0282,8.1257
0.0209,32.226,0.0238,34.555,0.0603,33.292,0.04,2.2912,0.0301,11.1339,0.0282,8.1466
0.0209,32.176,0.0238,34.901,0.0603,33.352,0.0401,2.2382,0.0302,10.865,0.0282,8.4084
0.0209,32.21,0.0238,35.168,0.0603,33.434,0.0402,2.2869,0.0303,10.644,0.0283,8.4903
0.0209,32.098,0.0238,35.276,0.0603,33.387,0.0403,2.3233,0.0303,10.377,0.0283,8.6202
0.0209,32.21,0.0238,35.429,0.0603,33.341,0.0404,2.3287,0.0304,10.1187,0.0283,8.6901
0.0209,32.202,0.0238,35.555,0.0603,33.408,0.0405,2.2706,0.0304,9.7207,0.0284,8.9453
0.0209,32.17,0.0239,35.726,0.0603,33.531,0.0406,2.3437,0.0305,9.419,0.0284,9.0929
0.0209,32.146,0.0239,35.785,0.0603,33.513,0.0407,2.382,0.0306,9.0423,0.0285,9.2802
0.0209,32.267,0.0239,35.971,0.0604,33.617,0.0408,2.4088,0.0306,8.7635,0.0285,9.5054
0.0209,32.192,0.024,36.266,0.0605,33.772,0.0409,2.3724,0.0307,8.2566,0.0285,9.7458
0.0209,32.191,0.024,36.34,0.0606,34.36,0.041,2.4457,0.0308,7.9235,0.0286,9.9923
0.0209,32.123,0.024,36.628,0.0607,34.942,0.0411,2.4921,0.0309,7.4413,0.0286,10.1687
0.0209,32.31,0.024,36.77,0.0609,35.157,0.0412,2.5217,0.0309,7.0966,0.0286,10.4246
0.0209,32.27,0.024,37.318,0.061,35.182,0.0413,2.5208,0.031,6.4279,0.0287,10.6701
0.0209,32.187,0.024,37.505,0.0612,34.876,0.0414,2.5873,0.0311,6.0551,0.0287,10.9075
0.0209,32.144,0.0241,37.722,0.0614,33.615,0.0415,2.6229,0.0312,5.545,0.0288,11.1077
0.0209,32.253,0.0241,37.826,0.0615,32.792,0.0416,2.6345,0.0312,5.2371,0.0288,11.2917
0.0209,32.261,0.0241,38.272,0.0617,31.561,0.0417,2.6026,0.0313,4.6797,0.0288,11.516
0.0209,32.34,0.0241,38.408,0.0618,30.085,0.0418,2.6762,0.0314,4.362,0.0289,11.8144
0.0209,32.115,0.0241,38.572,0.062,28.893,0.042,2.6894,0.0314,3.9955,0.0289,11.9277
0.0209,32.215,0.0241,38.712,0.0621,26.478,0.042,2.6745,0.0315,3.7441,0.0289,12.2331
0.0209,32.253,0.0242,38.894,0.0623,25.294,0.0421,2.6163,0.0316,3.4126,0.0289,12.4784
0.0209,32.207,0.0242,39.087,0.0624,23.697,0.0423,2.6852,0.0316,3.2153,0.029,12.7367
0.0209,32.136,0.0242,39.213,0.0625,23.035,0.0424,2.6734,0.0317,3.0709,0.029,12.8848
0.0209,32.236,0.0242,39.41,0.0626,22.19,0.0425,2.6389,0.0318,2.9556,0.0291,13.1028
0.0209,32.178,0.0242,39.731,0.0627,21.887,0.0426,2.5783,0.0318,2.7904,0.0291,13.3519
0.0209,32.183,0.0242,39.784,0.0628,21.555,0.0427,2.5853,0.0319,2.6826,0.0291,13.6278
0.0209,32.077,0.0243,39.802,0.0629,21.276,0.0428,2.6002,0.0319,2.6864,0.0292,13.7526
0.0209,32.274,0.0243,39.854,0.0629,20.703,0.0429,2.5717,0.032,2.6425,0.0292,13.9786
0.0209,32.299,0.0243,39.964,0.063,20.291,0.043,2.484,0.0321,2.6582,0.0292,14.3455
0.0209,32.264,0.0243,39.95,0.0631,20.105,0.043,2.4977,0.0321,2.653,0.0293,14.4426
0.0209,32.145,0.0243,40.089,0.0632,19.756,0.0431,2.4841,0.0322,2.8291,0.0293,14.6163
0.0209,32.225,0.0243,40.123,0.0632,19.663,0.0432,2.4384,0.0322,2.8832,0.0294,14.7304
0.0209,32.165,0.0243,40.349,0.0633,20.045,0.0433,2.354,0.0323,3.0306,0.0294,15.0637
0.0209,32.264,0.0243,40.375,0.0635,20.487,0.0434,2.387,0.0323,3.1152,0.0294,15.174
0.0209,32.156,0.0243,40.457,0.0636,21.55,0.0435,2.3652,0.0324,3.3886,0.0295,15.3364
0.0209,32.319,0.0243,40.603,0.0637,22.31,0.0436,2.3258,0.0324,3.5079,0.0295,15.4765
0.0209,32.264,0.0244,40.771,0.0638,24.036,0.0436,2.2354,0.0325,3.7524,0.0295,15.7289
0.0209,32.194,0.0244,40.869,0.064,25.05,0.0437,2.2678,0.0325,3.8806,0.0296,15.9086
0.0209,32.108,0.0244,40.857,0.0642,26.844,0.0438,2.2414,0.0326,4.203,0.0296,16.0376
0.0209,32.32,0.0244,40.848,0.0643,28.941,0.0439,2.224,0.0326,4.3497,0.0297,16.1893
0.0209,32.256,0.0244,40.956,0.0645,30.354,0.0439,2.1369,0.0327,4.5148,0.0297,16.3751
0.0209,32.329,0.0244,41.01,0.0646,33.22,0.044,2.1877,0.0327,4.7694,0.0297,16.5477
0.0209,32.11,0.0244,41.044,0.0647,34.684,0.0441,2.1948,0.0328,5.0551,0.0298,16.6574
0.0209,32.229,0.0244,41.136,0.0648,37.362,0.0442,2.1522,0.0328,5.452,0.0298,16.8247
0.0209,32.22,0.0245,41.341,0.0648,38.628,0.0443,2.1121,0.0328,5.6901,0.0299,17.0181
0.0209,32.248,0.0245,41.284,0.0649,40.837,0.0444,2.1302,0.0329,6.0248,0.0299,17.188
0.0209,32.174,0.0245,41.34,0.065,42.171,0.0445,2.1488,0.033,6.3586,0.03,17.2275
0.0209,32.318,0.0245,41.358,0.065,42.625,0.0446,2.1191,0.033,6.8174,0.03,17.3479
0.0209,32.218,0.0246,41.531,0.065,43.266,0.0447,2.0875,0.0331,7.3211,0.0301,17.5649
0.0209,32.216,0.0246,41.493,0.065,43.504,0.0448,2.1459,0.0332,7.5565,0.0301,17.5871
0.0209,32.135,0.0246,41.45,0.065,43.47,0.0449,2.1582,0.0332,8.1287,0.0302,17.5651
0.021,32.405,0.0246,41.508,0.065,43.371,0.045,2.1573,0.0333,8.4212,0.0302,17.4957
0.021,32.463,0.0246,41.593,0.065,43.3,0.0451,2.1327,0.0334,8.9733,0.0303,17.5355
0.021,32.473,0.0246,41.499,0.065,43.4,0.0453,2.216,0.0334,9.2064,0.0303,17.468
0.0211,32.436,0.0246,41.52,0.065,43.462,0.0454,2.2248,0.0335,9.7854,0.0304,17.3694
0.0211,32.629,0.0247,41.514,0.065,43.467,0.0455,2.2359,0.0336,10.0579,0.0304,17.2935
0.0211,32.553,0.0247,41.611,0.065,43.7,0.0456,2.2037,0.0337,10.5118,0.0305,17.299
0.0212,32.594,0.0247,41.556,0.065,43.841,0.0457,2.3071,0.0338,10.6767,0.0305,17.1769
0.0212,32.398,0.0247,41.489,0.065,43.751,0.0458,2.3031,0.0339,11.1336,0.0306,17.0265
0.0212,32.494,0.0247,41.335,0.065,43.677,0.0459,2.3121,0.0339,11.2829,0.0306,16.9029
0.0212,32.364,0.0247,41.511,0.065,43.657,0.0459,2.275,0.034,11.4896,0.0306,16.8829
0.0213,32.138,0.0248,41.401,0.065,43.669,0.046,2.3116,0.0341,11.5392,0.0307,16.6087
0.0213,32.042,0.0248,41.306,0.065,43.699,0.0461,2.379,0.0342,11.6628,0.0307,16.5209
0.0213,31.974,0.0248,41.259,0.065,43.813,0.0462,2.3683,0.0343,11.5975,0.0308,16.2243
0.0214,31.815,0.0249,41.237,0.065,43.931,0.0463,2.3172,0.0344,11.4226,0.0308,16.1937
0.0214,31.624,0.0249,41.141,0.065,43.924,0.0463,2.369,0.0345,11.2234,0.0309,15.9591
0.0214,31.439,0.0249,41.086,0.065,43.847,0.0464,2.4124,0.0346,10.9209,0.0309,15.8375
0.0215,31.471,0.0249,41.011,0.065,43.726,0.0465,2.4099,0.0347,10.6616,0.031,15.5435
0.0215,31.41,0.0249,41.11,0.065,43.755,0.0466,2.3524,0.0348,10.0659,0.031,15.3934
0.0216,31.439,0.025,40.924,0.065,43.932,0.0466,2.3932,0.0349,9.653,0.0311,15.1895
0.0216,31.479,0.025,40.838,0.065,43.949,0.0467,2.4164,0.035,8.993,0.0311,14.9836
0.0216,31.625,0.025,40.842,0.065,43.855,0.0468,2.4017,0.0351,8.5796,0.0312,14.7268
0.0216,31.652,0.025,40.878,0.065,43.816,0.0468,2.34,0.0352,7.841,0.0312,14.4295
0.0217,31.752,0.025,40.738,0.065,43.83,0.0469,2.3892,0.0353,7.3734,0.0313,14.1293
0.0217,31.727,0.0251,40.672,0.065,43.75,0.047,2.3893,0.0354,6.6887,0.0313,13.6488
0.0217,32.111,0.0251,40.606,0.065,43.767,0.0471,2.3844,0.0355,6.2606,0.0314,13.3436
0.0217,32.125,0.0251,40.721,0.065,43.812,0.0471,2.306,0.0355,5.4982,0.0314,13.0071
0.0217,32.095,0.0251,40.692,0.065,44.092,0.0472,2.3624,0.0356,5.0829,0.0315,12.746
0.0217,32.05,0.0251,40.574,0.065,44.135,0.0473,2.3375,0.0357,4.5439,0.0315,12.235
0.0217,32.093,0.0251,40.548,0.0651,44.522,0.0473,2.3348,0.0358,4.2385,0.0316,11.9398
0.0217,31.993,0.0251,40.596,0.0652,45.462,0.0474,2.2878,0.0359,3.7212,0.0316,11.5672
0.0217,32.035,0.0251,40.487,0.0653,46.266,0.0475,2.3038,0.036,3.4621,0.0317,11.3795
0.0217,31.866,0.0251,40.472,0.0654,47.511,0.0475,2.3174,0.036,3.1688,0.0318,10.9888
0.0217,31.968,0.0252,40.465,0.0655,48.272,0.0476,2.27,0.0361,2.9998,0.0318,10.7434
0.0217,31.95,0.0252,40.564,0.0656,49.885,0.0477,2.2263,0.0362,2.737,0.0319,10.3261
0.0217,31.978,0.0252,40.506,0.0657,50.736,0.0477,2.2691,0.0363,2.5956,0.0319,10.1484
0.0217,31.991,0.0252,40.404,0.0659,51.9,0.0478,2.2511,0.0363,2.54,0.0319,9.744
0.0217,32.141,0.0252,40.387,0.066,52.944,0.0478,2.2117,0.0364,2.4759,0.032,9.55
0.0217,32.089,0.0252,40.498,0.0661,53.373,0.0479,2.1574,0.0364,2.4222,0.0321,9.255
0.0218,32.35,0.0252,40.397,0.0662,53.564,0.0479,2.2047,0.0364,2.3983,0.0321,9.0909
0.0218,32.508,0.0252,40.38,0.0663,53.192,0.048,2.193,0.0365,2.4941,0.0322,8.8428
0.0218,33.094,0.0252,40.436,0.0665,52.205,0.048,2.2056,0.0366,2.5267,0.0322,8.6013
0.0219,33.38,0.0252,40.473,0.0666,51.098,0.0481,2.0852,0.0366,2.5868,0.0323,8.5461
0.0219,33.809,0.0252,40.338,0.0668,50.538,0.0481,2.1112,0.0366,2.6926,0.0323,8.4247
0.0219,33.994,0.0252,40.25,0.0669,49.183,0.0481,2.1342,0.0367,2.8637,0.0324,8.3565
0.0219,34.522,0.0252,40.264,0.067,48.104,0.0482,2.1205,0.0368,3.0512,0.0324,8.2686
0.0219,34.665,0.0252,40.378,0.0671,45.417,0.0482,2.0554,0.0368,3.1943,0.0325,8.2462
0.0219,34.86,0.0252,40.307,0.0673,43.843,0.0483,2.0738,0.0369,3.4392,0.0325,8.2913
0.0219,34.963,0.0252,40.158,0.0674,40.365,0.0483,2.1021,0.0369,3.693,0.0326,8.2959
0.022,35.212,0.0253,40.151,0.0676,37.175,0.0483,2.0724,0.037,3.9963,0.0326,8.2942
0.022,35.318,0.0253,40.216,0.0677,35.808,0.0484,2.0115,0.0371,4.1876,0.0327,8.3559
0.022,35.349,0.0253,40.146,0.0679,33.269,0.0484,2.0394,0.0371,4.5283,0.0327,8.435
0.022,35.304,0.0253,40.159,0.068,31.632,0.0484,2.0701,0.0372,4.7814,0.0327,8.5587
0.022,35.454,0.0253,40.11,0.0682,28.501,0.0484,2.0583,0.0373,5.2224,0.0328,8.6594
0.022,35.418,0.0253,40.141,0.0684,27.203,0.0485,1.9778,0.0373,5.4696,0.0328,8.7821
0.022,35.481,0.0253,40.028,0.0686,26.562,0.0485,2.0248,0.0374,5.8947,0.0328,8.9271
0.022,35.461,0.0253,39.937,0.0687,27.348,0.0485,2.0443,0.0375,6.1572,0.0329,9.0506
0.022,35.604,0.0254,39.846,0.0689,28.022,0.0486,2.0313,0.0376,6.6487,0.0329,9.2081
0.022,35.499,0.0254,39.934,0.0691,29.489,0.0486,1.9671,0.0376,6.9128,0.033,9.3452
0.022,35.571,0.0254,39.668,0.0692,30.364,0.0486,2.0144,0.0377,7.3553,0.033,9.5571
0.022,35.491,0.0254,39.565,0.0694,32.233,0.0486,2.0359,0.0378,7.678,0.033,9.7514
0.022,35.736,0.0255,39.402,0.0695,33.496,0.0486,2.0176,0.0378,8.1021,0.033,9.9619
0.022,35.9,0.0255,39.279,0.0696,36.31,0.0486,1.9558,0.0379,8.3686,0.0331,10.1161
0.022,36.122,0.0255,39.158,0.0698,38.194,0.0486,2.0081,0.038,8.7447,0.0331,10.4086
0.0221,36.445,0.0255,38.902,0.0699,41.396,0.0487,2.0134,0.0381,9.0131,0.0332,10.5766
0.0221,36.787,0.0255,38.828,0.0699,44.524,0.0487,2.0013,0.0381,9.2826,0.0332,10.8126
0.0222,37.29,0.0256,38.72,0.0701,46.059,0.0487,1.9314,0.0382,9.5457,0.0333,11.0228
0.0222,37.523,0.0256,38.446,0.0701,48.596,0.0488,1.9957,0.0383,9.6342,0.0333,11.3631
0.0222,37.764,0.0256,37.945,0.0702,49.883,0.0488,1.9922,0.0384,9.8986,0.0333,11.5731
0.0223,38.243,0.0256,37.678,0.0703,51.967,0.0489,1.9959,0.0384,9.9317,0.0334,11.8789
0.0223,38.307,0.0256,37.52,0.0704,53.113,0.0489,1.922,0.0385,9.9521,0.0334,12.1828
0.0223,38.458,0.0257,37.234,0.0705,55.109,0.049,2.0026,0.0386,9.942,0.0334,12.5446
0.0224,38.52,0.0257,37.022,0.0705,56.974,0.049,2.0056,0.0387,10.0062,0.0335,12.7727
0.0224,38.732,0.0257,36.822,0.0706,57.877,0.0491,1.983,0.0387,9.9527,0.0335,13.0747
0.0225,38.789,0.0257,36.776,0.0707,59.732,0.0491,1.9562,0.0388,9.7955,0.0336,13.4757
0.0225,39.014,0.0257,36.465,0.0708,60.865,0.0492,1.9938,0.0388,9.6573,0.0336,13.6897
0.0225,39.026,0.0258,36.314,0.0709,62.697,0.0492,2.0039,0.039,9.4832,0.0336,13.9871
0.0226,39.248,0.0258,36.079,0.071,64.518,0.0493,1.996,0.039,9.3127,0.0336,14.1187
0.0226,39.353,0.0258,35.798,0.0711,65.479,0.0493,1.9567,0.0391,8.9417,0.0337,14.4822
0.0226,39.468,0.0258,35.552,0.0712,66.891,0.0493,2.0015,0.0392,8.6796,0.0337,14.6799
0.0226,39.607,0.0258,35.124,0.0714,67.229,0.0494,2.0183,0.0393,8.3001,0.0338,15.083
0.0226,39.788,0.0258,34.922,0.0715,67.347,0.0495,2.0114,0.0393,8.0193,0.0338,15.2213
0.0226,39.898,0.0258,34.79,0.0717,67.253,0.0495,1.9608,0.0394,7.4421,0.0339,15.6756
0.0227,40.032,0.0258,34.614,0.0718,67.038,0.0495,2.0366,0.0395,7.1005,0.0339,16.0696
0.0227,40.162,0.0259,34.322,0.072,65.873,0.0496,2.0417,0.0396,6.6071,0.034,16.3166
0.0227,40.518,0.0259,34.204,0.0722,64.633,0.0496,2.027,0.0397,6.2645,0.034,16.6382
0.0227,40.589,0.0259,34.254,0.0723,61.129,0.0497,1.9959,0.0398,5.6028,0.0341,16.9206
0.0227,40.757,0.0259,34.144,0.0725,56.863,0.0498,2.0616,0.0399,5.2152,0.0341,17.3049
0.0227,40.813,0.0259,34.123,0.0726,54.664,0.0498,2.086,0.04,4.7527,0.0342,17.4788
0.0228,41.302,0.0259,33.958,0.0727,51.242,0.0499,2.0691,0.04,4.4407,0.0342,17.66
0.0228,41.353,0.0259,33.956,0.0728,49.615,0.0499,2.0268,0.0401,3.9304,0.0343,17.8897
0.0228,41.483,0.0259,33.686,0.073,46.542,0.05,2.1044,0.0402,3.6385,0.0343,18.2333
0.0228,41.481,0.0259,33.596,0.0731,42.84,0.0501,2.1198,0.0403,3.3047,0.0343,18.3664
0.0228,41.675,0.0259,33.501,0.0732,40.594,0.0501,2.1116,0.0403,3.0822,0.0344,18.4437
0.0228,41.814,0.0259,33.484,0.0733,36.95,0.0502,2.0624,0.0404,2.6989,0.0344,18.7631
0.0228,41.872,0.0259,33.385,0.0734,35.292,0.0502,2.1564,0.0405,2.5039,0.0345,18.8986
0.0228,41.829,0.0259,33.28,0.0736,33.0,0.0503,2.1615,0.0405,2.3606,0.0345,19.0114
0.0228,41.934,0.0259,33.257,0.0737,32.195,0.0504,2.1465,0.0406,2.249,0.0346,19.0308
0.0228,41.773,0.0259,33.336,0.0739,31.563,0.0504,2.0954,0.0407,2.1337,0.0346,19.2737
0.0228,41.779,0.0259,33.25,0.074,31.487,0.0505,2.1328,0.0408,2.0648,0.0347,19.3759
0.0228,41.671,0.0259,33.042,0.0742,31.061,0.0505,2.1843,0.0408,2.1276,0.0348,19.4017
0.0228,41.811,0.0259,32.969,0.0743,30.229,0.0506,2.185,0.0409,2.14,0.0348,19.4086
0.0228,41.866,0.0259,32.882,0.0745,30.066,0.0507,2.1363,0.041,2.2036,0.0349,19.4887
0.0228,41.952,0.026,32.606,0.0746,30.84,0.0508,2.1786,0.041,2.2469,0.0349,19.5053
0.0228,41.881,0.026,32.501,0.0748,32.099,0.0508,2.2085,0.0411,2.3483,0.035,19.4568
0.0228,42.195,0.026,32.248,0.075,35.992,0.0509,2.2039,0.0411,2.49,0.0351,19.4159
0.0229,42.434,0.026,32.21,0.0751,38.597,0.051,2.1584,0.0412,2.5825,0.0351,19.338
0.0229,43.226,0.026,32.041,0.0753,43.376,0.051,2.2057,0.0412,2.7368,0.0352,19.2344
0.0229,43.691,0.026,31.722,0.0755,47.753,0.0511,2.2182,0.0413,2.8827,0.0352,19.1079
0.0229,44.498,0.0261,31.699,0.0757,50.306,0.0512,2.2212,0.0414,3.0919,0.0353,18.8698
0.023,44.746,0.0261,31.563,0.0758,55.432,0.0513,2.1494,0.0414,3.2247,0.0354,18.822
0.023,44.931,0.0261,31.332,0.076,58.443,0.0513,2.2176,0.0415,3.4471,0.0354,18.6644
0.023,45.028,0.0261,31.059,0.0761,63.129,0.0514,2.2076,0.0415,3.6324,0.0355,18.5112
0.023,45.302,0.0261,30.935,0.0762,65.943,0.0514,2.2,0.0415,3.8804,0.0356,18.2201
0.023,45.502,0.0261,30.801,0.0764,67.188,0.0515,2.1218,0.0416,4.0279,0.0357,18.0721
0.023,45.524,0.0261,30.504,0.0765,69.114,0.0516,2.1984,0.0417,4.2355,0.0357,17.7318
0.023,45.497,0.0261,30.319,0.0766,69.836,0.0517,2.207,0.0417,4.4212,0.0358,17.5492
0.023,45.59,0.0262,30.228,0.0768,70.791,0.0517,2.1783,0.0417,4.6952,0.0358,16.9309
0.023,45.399,0.0262,30.251,0.0769,71.215,0.0518,2.1284,0.0418,4.8339,0.0359,16.6697
0.023,45.335,0.0262,30.011,0.0771,70.798,0.0519,2.1533,0.0418,5.0618,0.036,16.0534
0.023,45.259,0.0262,29.94,0.0772,69.039,0.0519,2.1702,0.0418,5.2779,0.036,15.4353
0.023,45.486,0.0262,29.728,0.0774,67.645,0.052,2.1347,0.0419,5.5278,0.0361,15.0155
0.023,45.57,0.0262,29.662,0.0775,65.022,0.052,2.0737,0.0419,5.739,0.0362,14.4241
0.023,45.609,0.0262,29.499,0.0776,63.756,0.0521,2.1131,0.042,6.047,0.0363,14.0321
0.023,45.522,0.0262,29.231,0.0778,61.638,0.0522,2.1006,0.042,6.2498,0.0363,13.4247
0.023,45.525,0.0263,29.135,0.0779,59.333,0.0522,2.0828,0.0421,6.5186,0.0364,13.0264
0.023,45.425,0.0263,29.077,0.078,57.719,0.0523,2.0177,0.0421,6.7173,0.0364,12.4696
0.023,45.286,0.0263,28.822,0.0781,53.866,0.0523,2.0622,0.0422,6.9981,0.0365,12.1037
0.023,45.319,0.0263,28.692,0.0783,51.308,0.0524,2.0589,0.0423,7.2348,0.0366,11.5947
0.023,45.589,0.0263,28.541,0.0784,46.624,0.0524,2.0235,0.0423,7.5385,0.0366,11.245
0.023,45.508,0.0264,28.507,0.0785,42.64,0.0525,1.9569,0.0424,7.6789,0.0367,10.7893
0.023,45.564,0.0264,28.289,0.0786,40.969,0.0525,2.0266,0.0425,7.8626,0.0367,10.5415
0.023,45.387,0.0264,28.122,0.0787,38.796,0.0526,1.9949,0.0425,8.0244,0.0368,10.0492
0.023,45.593,0.0264,27.911,0.0788,38.0,0.0526,1.9746,0.0426,8.2213,0.0369,9.8245
0.023,45.699,0.0264,27.703,0.0789,37.089,0.0527,1.8985,0.0427,8.3355,0.0369,9.4874
